timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status,congestion_level
01/01/2025 11:15,1,551,30.71,120,30,400,Rainy,30.24,58.53,0,Red,2
01/01/2025 11:20,1,434,38.57,81,31,313,Sunny,30.58,80.9,0,Green,2
01/01/2025 11:25,1,457,41.76,84,21,355,Cloudy,30.98,64.29,0,Red,2
01/01/2025 11:30,1,514,30.56,89,37,367,Sunny,31.54,70.44,0,Green,2
01/01/2025 11:35,1,412,34.98,52,21,233,Cloudy,30.65,79.56,0,Green,2
01/01/2025 11:40,1,485,36.23,104,44,368,Rainy,31.27,65.16,0,Green,2
01/01/2025 11:45,1,539,33.19,89,27,376,Sunny,32.3,69.54,0,Red,2
01/01/2025 11:50,1,393,40.85,63,24,319,Cloudy,31.05,69.83,0,Red,2
01/01/2025 11:55,1,483,36.58,50,35,413,Cloudy,30.98,76.83,0,Green,2
01/01/2025 12:00,1,427,37.97,67,34,317,Rainy,29.15,75.91,0,Red,2
01/01/2025 12:05,1,453,41.81,113,29,347,Sunny,28.05,67.8,0,Red,2
01/01/2025 12:10,1,352,37.58,86,30,250,Cloudy,31.07,70.64,0,Green,2
01/01/2025 12:15,1,348,40.11,75,33,254,Sunny,30.59,66.28,0,Red,2
01/01/2025 12:20,1,440,37.68,64,20,357,Rainy,30.18,55.22,0,Green,2
01/01/2025 12:25,1,429,33.62,45,36,304,Sunny,30.94,72.58,0,Green,2
01/01/2025 12:30,1,426,38.14,100,25,369,Rainy,30.64,88.92,0,Green,2
01/01/2025 12:35,1,431,43.41,63,30,277,Sunny,31.83,61.16,0,Green,2
01/01/2025 12:40,1,380,41.05,83,27,304,Rainy,30.8,62.27,0,Red,2
01/01/2025 12:45,1,425,39.4,77,30,331,Sunny,29.97,61.29,0,Red,2
01/01/2025 12:50,1,428,34.78,103,31,336,Sunny,31.71,77.25,0,Red,2
01/01/2025 12:55,1,378,39.23,60,24,257,Cloudy,30.51,74.48,0,Green,2
01/01/2025 13:00,1,507,33.5,110,39,360,Sunny,31.25,68.41,0,Red,2
01/01/2025 13:05,1,437,37.15,86,31,326,Rainy,30.26,60.82,0,Green,2
01/01/2025 13:10,1,354,46.11,57,26,262,Cloudy,30.09,70.92,0,Red,0
01/01/2025 13:15,1,446,39.32,71,23,304,Cloudy,30.83,54.35,0,Yellow,2
01/01/2025 13:20,1,365,38.39,52,26,267,Sunny,30.76,71.43,0,Red,2
01/01/2025 13:25,1,453,38.06,109,30,345,Cloudy,31.23,78.72,0,Red,2
01/01/2025 13:30,1,472,37.89,57,38,355,Sunny,30.49,57.49,0,Green,2
01/01/2025 13:35,1,373,44.76,65,26,283,Sunny,28.92,54.67,0,Red,2
01/01/2025 13:40,1,462,41.62,75,37,260,Cloudy,30.33,85.79,0,Red,2
01/01/2025 13:45,1,434,35.21,72,33,310,Rainy,31.56,63.88,0,Green,2
01/01/2025 13:50,1,455,34.8,92,27,329,Cloudy,30.48,81.36,0,Red,2
01/01/2025 13:55,1,509,30.78,97,39,338,Sunny,30.53,68.46,0,Green,2
01/01/2025 14:00,1,461,36.22,86,30,306,Sunny,31.77,68.38,0,Red,2
01/01/2025 14:05,1,436,39.59,62,34,296,Sunny,30.08,74.38,0,Green,2
01/01/2025 14:10,1,429,41.49,82,29,312,Sunny,29.25,61.16,0,Yellow,2
01/01/2025 14:15,1,433,38.12,89,20,342,Cloudy,30.64,71.32,0,Green,2
01/01/2025 14:20,1,470,35.54,82,27,308,Sunny,30.32,66.19,0,Yellow,2
01/01/2025 14:25,1,490,35.91,96,30,393,Sunny,29.84,56.8,0,Yellow,2
01/01/2025 14:30,1,487,33.11,86,29,390,Sunny,30.63,73.37,0,Red,2
01/01/2025 14:35,1,515,40.51,63,38,475,Sunny,31.31,67.37,0,Green,2
01/01/2025 14:40,1,474,31.45,82,32,315,Rainy,30.81,68.43,0,Green,2
01/01/2025 14:45,1,546,33.23,62,41,416,Sunny,31.13,57.9,0,Yellow,2
01/01/2025 14:50,1,460,43.04,75,36,298,Sunny,32.64,85.91,0,Red,2
01/01/2025 14:55,1,609,29.53,104,41,444,Rainy,30.49,78.77,0,Green,1
01/01/2025 15:00,1,688,24.99,92,46,542,Sunny,31.12,79.64,0,Red,2
01/01/2025 15:05,1,614,28.19,139,45,472,Sunny,30.33,66.95,0,Green,1
01/01/2025 15:10,1,603,29.26,90,43,484,Sunny,30,52.71,0,Red,1
01/01/2025 15:15,1,681,30.04,137,44,508,Sunny,30.27,89.53,0,Yellow,1
01/01/2025 15:20,1,646,21.05,149,41,475,Sunny,30.38,69.39,0,Red,2
01/01/2025 15:25,1,693,29.94,102,53,495,Sunny,31.22,62.51,0,Red,1
01/01/2025 15:30,1,681,21.67,124,53,509,Cloudy,33.21,74.17,0,Red,2
01/01/2025 15:35,1,653,26.51,95,51,553,Cloudy,30.15,81.67,0,Yellow,1
01/01/2025 15:40,1,615,27.95,130,44,453,Sunny,30.46,69.77,0,Yellow,1
01/01/2025 15:45,1,581,32.68,85,39,481,Sunny,30.81,82.79,0,Green,2
01/01/2025 15:50,1,635,23.45,99,43,408,Cloudy,31.28,80.83,0,Red,2
01/01/2025 15:55,1,700,26.37,151,49,551,Sunny,31.15,59.24,0,Red,1
01/01/2025 16:00,1,955,18.28,167,69,715,Rainy,32.18,63.26,0,Red,2
01/01/2025 16:05,1,882,11.77,120,79,614,Rainy,28.47,79.58,0,Red,2
01/01/2025 16:10,1,953,12.88,135,65,730,Sunny,28.51,50,0,Red,2
01/01/2025 16:15,1,964,10,167,67,663,Rainy,30.41,68.51,0,Red,2
01/01/2025 16:20,1,900,16.23,155,54,672,Rainy,32.01,55.69,0,Green,2
01/01/2025 16:25,1,952,12.42,175,63,686,Sunny,29.35,65.23,0,Green,2
01/01/2025 16:30,1,948,10.67,154,68,727,Sunny,27.91,67.01,0,Red,2
01/01/2025 16:35,1,888,17.06,194,59,651,Sunny,31.49,66.42,0,Red,2
01/01/2025 16:40,1,963,17.26,162,59,759,Cloudy,31.17,64.48,0,Green,2
01/01/2025 16:45,1,973,10.77,141,62,789,Sunny,29.84,59.03,0,Yellow,2
01/01/2025 16:50,1,999,12.19,185,76,743,Cloudy,29.95,92.92,0,Green,2
01/01/2025 16:55,1,997,10,149,66,731,Rainy,29.97,88.67,0,Red,2
01/01/2025 17:00,1,1031,10,211,78,726,Rainy,31.06,58.38,0,Green,2
01/01/2025 17:05,1,1053,10,183,73,795,Cloudy,30.32,85.82,0,Green,2
01/01/2025 17:10,1,1125,10,230,73,873,Cloudy,31.45,66.01,0,Red,2
01/01/2025 17:15,1,1125,10,204,75,830,Cloudy,28.1,71.29,0,Red,2
01/01/2025 17:20,1,1125,10,213,84,917,Rainy,30.11,69.37,0,Yellow,2
01/01/2025 17:25,1,1292,10,249,93,956,Sunny,29.84,63.4,0,Yellow,2
01/01/2025 17:30,1,1128,10,174,82,758,Cloudy,30.72,79.84,0,Green,2
01/01/2025 17:35,1,1156,10,224,83,867,Cloudy,30.44,71.26,0,Yellow,2
01/01/2025 17:40,1,1147,10,211,72,870,Rainy,31.78,65.23,0,Red,2
01/01/2025 17:45,1,1132,10,184,79,827,Cloudy,29.13,56.95,0,Yellow,2
01/01/2025 17:50,1,1084,10,185,73,803,Cloudy,31.04,61.06,0,Red,2
01/01/2025 17:55,1,1137,10,203,79,869,Sunny,31.55,53.59,0,Red,2
01/01/2025 18:00,1,906,13.36,186,60,735,Cloudy,32.86,70.12,0,Yellow,2
01/01/2025 18:05,1,933,13.14,162,68,695,Sunny,30.52,58.03,0,Red,2
01/01/2025 18:10,1,920,20.25,166,67,646,Sunny,31.33,67.34,0,Red,2
01/01/2025 18:15,1,949,11.8,161,72,665,Cloudy,29.21,83.7,0,Green,2
01/01/2025 18:20,1,1060,10,183,73,791,Sunny,28.62,81.99,0,Green,2
01/01/2025 18:25,1,851,15.47,139,64,651,Sunny,31.87,69.68,0,Green,2
01/01/2025 18:30,1,979,13.26,184,68,665,Sunny,31.02,69.13,0,Red,2
01/01/2025 18:35,1,864,16.23,160,62,712,Rainy,32.21,88.8,0,Green,2
01/01/2025 18:40,1,921,11.97,194,52,752,Rainy,29.66,75.21,0,Yellow,2
01/01/2025 18:45,1,999,13.98,161,74,730,Sunny,31.56,66.72,0,Yellow,2
01/01/2025 18:50,1,948,16.84,133,67,753,Rainy,32.91,55.74,1,Green,2
01/01/2025 18:55,1,891,13.64,175,60,703,Rainy,31.47,73.94,0,Red,2
01/01/2025 19:00,1,621,23.31,135,49,441,Cloudy,31.33,78.29,0,Green,2
01/01/2025 19:05,1,691,28.45,116,45,529,Rainy,31.07,63.68,0,Green,1
01/01/2025 19:10,1,620,26.9,81,35,502,Sunny,29.49,72.91,0,Yellow,1
01/01/2025 19:15,1,668,28.95,106,46,508,Cloudy,32.42,66.36,0,Red,1
01/01/2025 19:20,1,659,21.1,85,41,515,Sunny,30.46,68.16,0,Red,2
01/01/2025 19:25,1,624,31.43,92,43,419,Sunny,31.58,50,0,Red,1
01/01/2025 19:30,1,764,18.13,104,49,626,Sunny,29.52,67.78,0,Green,2
01/01/2025 19:35,1,689,27.73,102,52,583,Sunny,29.9,79.69,0,Red,1
01/01/2025 19:40,1,556,32.23,95,29,527,Sunny,32.52,63.69,0,Green,2
01/01/2025 19:45,1,666,23.8,126,43,559,Sunny,30.74,70.53,0,Yellow,2
01/01/2025 19:50,1,624,27.56,103,51,539,Cloudy,32.55,62.44,0,Green,1
01/01/2025 19:55,1,700,27.05,89,46,576,Rainy,31.02,73.6,0,Green,1
01/01/2025 20:00,1,434,38.61,71,36,306,Cloudy,29.26,67.83,0,Green,2
01/01/2025 20:05,1,468,38.35,111,32,355,Rainy,32,60.61,0,Yellow,2
01/01/2025 20:10,1,499,40.98,96,27,347,Sunny,30.52,83.33,0,Green,2
01/01/2025 20:15,1,517,29.45,87,34,404,Sunny,31.82,79.29,1,Green,2
01/01/2025 20:20,1,413,44.16,53,31,314,Sunny,31.15,63.95,0,Red,2
01/01/2025 20:25,1,457,37.46,100,38,376,Rainy,29.58,74.98,0,Yellow,2
01/01/2025 20:30,1,450,34.8,61,36,414,Sunny,31.3,75.37,0,Green,2
01/01/2025 20:35,1,441,33.95,55,28,327,Sunny,33.33,76.42,0,Red,2
01/01/2025 20:40,1,562,31.33,93,39,403,Cloudy,31.63,53.06,0,Red,2
01/01/2025 20:45,1,494,38.06,99,33,305,Cloudy,31.09,80.07,0,Red,2
01/01/2025 20:50,1,410,39.08,91,31,284,Sunny,32.22,64.3,0,Yellow,2
01/01/2025 20:55,1,519,38.55,105,39,381,Rainy,31.36,66.42,0,Green,2
01/01/2025 21:00,1,518,29.7,102,36,444,Rainy,31.37,95,0,Red,2
01/01/2025 21:05,1,464,36.74,72,37,341,Rainy,30.07,73.02,0,Red,2
01/01/2025 21:10,1,336,39.4,70,18,264,Cloudy,31.4,66.14,0,Red,2
01/01/2025 21:15,1,388,41.66,75,28,297,Sunny,32.21,50,0,Red,2
01/01/2025 21:20,1,476,38.85,91,40,341,Rainy,30.34,83.9,0,Green,2
01/01/2025 21:25,1,377,39.87,90,28,339,Rainy,32.6,56.55,0,Yellow,2
01/01/2025 21:30,1,435,30.44,85,22,365,Sunny,31.09,59.97,0,Red,2
01/01/2025 21:35,1,451,38.02,75,29,336,Sunny,30.3,66.69,0,Green,2
01/01/2025 21:40,1,366,42.99,69,25,258,Sunny,32.19,84.16,0,Green,2
01/01/2025 21:45,1,409,40.72,79,31,264,Sunny,30.91,77.73,0,Red,2
01/01/2025 21:50,1,250,51.17,79,22,155,Cloudy,31.96,68.42,0,Yellow,0
01/01/2025 21:55,1,361,38.71,39,27,303,Rainy,30.91,73.08,0,Red,2
01/01/2025 22:00,1,388,42.6,60,24,316,Sunny,31.15,64,1,Green,2
01/01/2025 22:05,1,338,46.63,60,21,279,Sunny,31.71,71.4,0,Yellow,0
01/01/2025 22:10,1,482,30.52,78,31,313,Sunny,31.51,70.73,0,Green,2
01/01/2025 22:15,1,329,44.47,52,20,300,Rainy,29.23,79.69,0,Red,2
01/01/2025 22:20,1,379,39.52,50,35,235,Rainy,30.11,79.67,0,Green,2
01/01/2025 22:25,1,407,39.36,90,31,320,Rainy,32.16,74.94,0,Red,2
01/01/2025 22:30,1,473,37.37,85,28,389,Cloudy,31.1,66.38,0,Red,2
01/01/2025 22:35,1,329,42.06,53,20,222,Cloudy,30.72,77.42,0,Green,2
01/01/2025 22:40,1,459,35,54,32,405,Sunny,29.89,69.08,0,Yellow,2
01/01/2025 22:45,1,401,40.01,58,25,296,Sunny,30.17,59.18,0,Green,2
01/01/2025 22:50,1,352,39.12,28,20,321,Cloudy,29.23,65.97,0,Green,2
01/01/2025 22:55,1,424,35.52,83,28,295,Sunny,31.16,70.85,0,Green,2
01/01/2025 23:00,1,410,41.54,59,32,338,Sunny,30.66,79.1,0,Yellow,2
01/01/2025 23:05,1,370,38.05,81,24,279,Rainy,30.3,68.16,0,Red,2
01/01/2025 23:10,1,403,41.82,35,24,359,Cloudy,31.2,57.91,0,Yellow,2
01/01/2025 23:15,1,380,42.35,68,16,281,Sunny,31.64,70.57,0,Yellow,2
01/01/2025 23:20,1,405,34.53,93,31,308,Cloudy,33.37,71.13,0,Red,2
01/01/2025 23:25,1,433,36.31,97,28,307,Sunny,29.77,71.86,0,Green,2
01/01/2025 23:30,1,479,39.61,85,31,367,Sunny,32.45,79.2,0,Red,2
01/01/2025 23:35,1,338,40.15,76,27,269,Cloudy,32.26,80.19,0,Yellow,2
01/01/2025 23:40,1,506,33.27,70,44,386,Rainy,30.52,64.06,0,Green,2
01/01/2025 23:45,1,302,46.26,46,11,266,Sunny,31.5,63.84,0,Red,0
01/01/2025 23:50,1,392,42.73,65,28,333,Sunny,30.85,59.6,0,Yellow,2
01/01/2025 23:55,1,429,37.77,66,30,267,Sunny,31.49,76.99,0,Green,2
02/01/2025 00:00,1,414,37.5,114,33,351,Sunny,32.82,84.49,0,Green,2
02/01/2025 00:05,1,368,45.82,73,31,362,Sunny,31.92,66.85,0,Red,0
02/01/2025 00:10,1,389,45.74,94,19,324,Rainy,31.83,67.59,0,Green,0
02/01/2025 00:15,1,375,44.17,76,29,257,Sunny,30.89,84.67,0,Green,2
02/01/2025 00:20,1,370,41.73,55,29,290,Rainy,29.84,75.06,0,Yellow,2
02/01/2025 00:25,1,442,35.45,91,33,308,Cloudy,31.12,74.36,0,Yellow,2
02/01/2025 00:30,1,417,36.62,76,31,327,Sunny,32.54,58.09,1,Red,2
02/01/2025 00:35,1,365,43.3,111,21,264,Sunny,29.81,76.79,0,Green,2
02/01/2025 00:40,1,444,39.01,63,33,320,Sunny,30.29,60.71,0,Red,2
02/01/2025 00:45,1,415,43.44,76,30,366,Sunny,31.48,58.66,0,Red,2
02/01/2025 00:50,1,440,39.92,67,28,314,Sunny,30.37,66.53,0,Yellow,2
02/01/2025 00:55,1,431,33.92,73,26,213,Sunny,30.57,64.14,0,Red,2
02/01/2025 01:00,1,358,45.23,69,30,207,Rainy,30.94,67.78,0,Yellow,0
02/01/2025 01:05,1,371,38.41,39,18,215,Rainy,30,55.59,0,Red,2
02/01/2025 01:10,1,437,36.98,101,31,377,Sunny,30.4,79.59,0,Green,2
